head_entity,head_entity_label,relation,tail_entity,tail_entity_label,context
海都,PER,上下级,玉論亦撒,PER,十八年，命恩进兵斡端，海都将玉论亦撒率兵万人迎战，游骑先至，恩设伏以待，大败之。海都又遣八把率众三万来侵，恩以众寡不敌，成师而还。
海都,PER,上下级,八把,PER,十八年，命恩进兵斡端，海都将玉论亦撒率兵万人迎战，游骑先至，恩设伏以待，大败之。海都又遣八把率众三万来侵，恩以众寡不敌，成师而还。
八把,PER,敌对攻伐,恩,PER,十八年，命恩进兵斡端，海都将玉论亦撒率兵万人迎战，游骑先至，恩设伏以待，大败之。海都又遣八把率众三万来侵，恩以众寡不敌，成师而还。
左右丞,PER,同僚,僕射,PER,比闻阅牒讼日数百，岂暇求人哉？」乃敕细务属左右丞，大事关仆射
觀,PER,任职,右弼,OFI,尚宜阳公主，拜驸马都尉，稍迁太尉。世祖之监国，观为右弼，出则统摄朝政，入则应对左右，事无巨细，皆关决焉。
觀,PER,任职,駙馬都尉,OFI,尚宜阳公主，拜驸马都尉，稍迁太尉。世祖之监国，观为右弼，出则统摄朝政，入则应对左右，事无巨细，皆关决焉。
觀,PER,任职,太尉,OFI,尚宜阳公主，拜驸马都尉，稍迁太尉。世祖之监国，观为右弼，出则统摄朝政，入则应对左右，事无巨细，皆关决焉。
世祖,PER,上下级,觀,PER,尚宜阳公主，拜驸马都尉，稍迁太尉。世祖之监国，观为右弼，出则统摄朝政，入则应对左右，事无巨细，皆关决焉。
紀,PER,敌对攻伐,迥,PER,初，纪至巴郡，遣前南梁州刺史史欣景、幽州刺史赵拔扈等为㧑外援。迥分遣元珍、乙弗亚等击破之。
元珍,PER,敌对攻伐,趙拔扈,PER,初，纪至巴郡，遣前南梁州刺史史欣景、幽州刺史赵拔扈等为㧑外援。迥分遣元珍、乙弗亚等击破之。
迥,PER,敌对攻伐,史欣景,PER,初，纪至巴郡，遣前南梁州刺史史欣景、幽州刺史赵拔扈等为㧑外援。迥分遣元珍、乙弗亚等击破之。
元珍,PER,敌对攻伐,史欣景,PER,初，纪至巴郡，遣前南梁州刺史史欣景、幽州刺史赵拔扈等为㧑外援。迥分遣元珍、乙弗亚等击破之。
乙弗亞,PER,敌对攻伐,趙拔扈,PER,初，纪至巴郡，遣前南梁州刺史史欣景、幽州刺史赵拔扈等为㧑外援。迥分遣元珍、乙弗亚等击破之。
迥,PER,敌对攻伐,趙拔扈,PER,初，纪至巴郡，遣前南梁州刺史史欣景、幽州刺史赵拔扈等为㧑外援。迥分遣元珍、乙弗亚等击破之。
乙弗亞,PER,敌对攻伐,史欣景,PER,初，纪至巴郡，遣前南梁州刺史史欣景、幽州刺史赵拔扈等为㧑外援。迥分遣元珍、乙弗亚等击破之。
趙拔扈,PER,驻守,幽州,LOC,初，纪至巴郡，遣前南梁州刺史史欣景、幽州刺史赵拔扈等为㧑外援。迥分遣元珍、乙弗亚等击破之。
史欣景,PER,驻守,撝,LOC,初，纪至巴郡，遣前南梁州刺史史欣景、幽州刺史赵拔扈等为㧑外援。迥分遣元珍、乙弗亚等击破之。
趙拔扈,PER,驻守,撝,LOC,初，纪至巴郡，遣前南梁州刺史史欣景、幽州刺史赵拔扈等为㧑外援。迥分遣元珍、乙弗亚等击破之。
趙拔扈,PER,任职,刺史,OFI,初，纪至巴郡，遣前南梁州刺史史欣景、幽州刺史赵拔扈等为㧑外援。迥分遣元珍、乙弗亚等击破之。
史欣景,PER,任职,刺史,OFI,初，纪至巴郡，遣前南梁州刺史史欣景、幽州刺史赵拔扈等为㧑外援。迥分遣元珍、乙弗亚等击破之。
迥,PER,上下级,乙弗亞,PER,初，纪至巴郡，遣前南梁州刺史史欣景、幽州刺史赵拔扈等为㧑外援。迥分遣元珍、乙弗亚等击破之。
迥,PER,上下级,元珍,PER,初，纪至巴郡，遣前南梁州刺史史欣景、幽州刺史赵拔扈等为㧑外援。迥分遣元珍、乙弗亚等击破之。
紀,PER,上下级,趙拔扈,PER,初，纪至巴郡，遣前南梁州刺史史欣景、幽州刺史赵拔扈等为㧑外援。迥分遣元珍、乙弗亚等击破之。
紀,PER,上下级,史欣景,PER,初，纪至巴郡，遣前南梁州刺史史欣景、幽州刺史赵拔扈等为㧑外援。迥分遣元珍、乙弗亚等击破之。
史欣景,PER,同僚,趙拔扈,PER,初，纪至巴郡，遣前南梁州刺史史欣景、幽州刺史赵拔扈等为㧑外援。迥分遣元珍、乙弗亚等击破之。
元珍,PER,同僚,乙弗亞,PER,初，纪至巴郡，遣前南梁州刺史史欣景、幽州刺史赵拔扈等为㧑外援。迥分遣元珍、乙弗亚等击破之。
紀,PER,到达,巴郡,LOC,初，纪至巴郡，遣前南梁州刺史史欣景、幽州刺史赵拔扈等为㧑外援。迥分遣元珍、乙弗亚等击破之。
史欣景,PER,管理,南梁州,LOC,初，纪至巴郡，遣前南梁州刺史史欣景、幽州刺史赵拔扈等为㧑外援。迥分遣元珍、乙弗亚等击破之。
蕭遘,PER,任职,中書舍人,OFI,萧遘领度支，引判度支桉。僖宗狩蜀，奔谒行在，三迁中书舍人，召为翰林学士。
蕭遘,PER,任职,翰林學士,OFI,萧遘领度支，引判度支桉。僖宗狩蜀，奔谒行在，三迁中书舍人，召为翰林学士。
蕭遘,PER,任职,判度支桉,OFI,萧遘领度支，引判度支桉。僖宗狩蜀，奔谒行在，三迁中书舍人，召为翰林学士。
僖宗,PER,上下级,蕭遘,PER,萧遘领度支，引判度支桉。僖宗狩蜀，奔谒行在，三迁中书舍人，召为翰林学士。
居貞,PER,敌对攻伐,李梓發,PER,南安李梓发作乱，居贞虑将帅出兵扰民，请亲往，卒才千人，营于城北，遣人谕之。
李梓發,PER,管理,南安,LOC,南安李梓发作乱，居贞虑将帅出兵扰民，请亲往，卒才千人，营于城北，遣人谕之。
軌,PER,到达,淮口,LOC,轨潜于清水入淮口，多竖大木，以铁锁贯车轮，横截水流，以断其船路，方欲密决其堰以毙之。明彻知之，乃破堰遽退，冀乘决水以得入淮。比至清口，川流已阔，水势亦衰，船并碍于车轮，不复得过。轨因率兵围而蹙之。
軌,PER,到达,清水,LOC,轨潜于清水入淮口，多竖大木，以铁锁贯车轮，横截水流，以断其船路，方欲密决其堰以毙之。明彻知之，乃破堰遽退，冀乘决水以得入淮。比至清口，川流已阔，水势亦衰，船并碍于车轮，不复得过。轨因率兵围而蹙之。
軌,PER,敌对攻伐,明徹,PER,轨潜于清水入淮口，多竖大木，以铁锁贯车轮，横截水流，以断其船路，方欲密决其堰以毙之。明彻知之，乃破堰遽退，冀乘决水以得入淮。比至清口，川流已阔，水势亦衰，船并碍于车轮，不复得过。轨因率兵围而蹙之。
明徹,PER,到达,清口,LOC,轨潜于清水入淮口，多竖大木，以铁锁贯车轮，横截水流，以断其船路，方欲密决其堰以毙之。明彻知之，乃破堰遽退，冀乘决水以得入淮。比至清口，川流已阔，水势亦衰，船并碍于车轮，不复得过。轨因率兵围而蹙之。
明徹,PER,到达,淮,LOC,轨潜于清水入淮口，多竖大木，以铁锁贯车轮，横截水流，以断其船路，方欲密决其堰以毙之。明彻知之，乃破堰遽退，冀乘决水以得入淮。比至清口，川流已阔，水势亦衰，船并碍于车轮，不复得过。轨因率兵围而蹙之。
裴延齡,PER,任职,判度支,OFI,户部侍郎、判度支裴延龄，奸宄用事，天下嫉之如雠，以得幸于天子，无敢言者，贽独以身当之，屡于延英面陈其不可，累上疏极言其弊。
裴延齡,PER,任职,戶部侍郎,OFI,户部侍郎、判度支裴延龄，奸宄用事，天下嫉之如雠，以得幸于天子，无敢言者，贽独以身当之，屡于延英面陈其不可，累上疏极言其弊。
贄,PER,到达,延英,LOC,户部侍郎、判度支裴延龄，奸宄用事，天下嫉之如雠，以得幸于天子，无敢言者，贽独以身当之，屡于延英面陈其不可，累上疏极言其弊。
劉勇,PER,任职,大將軍,OFI,并柱国侯伏侯龙恩、龙恩弟大将军万寿、大将军刘勇、中外府司录尹公正、袁杰、膳部下大夫李安等，于殿中杀之。
尹公正,PER,任职,中外府司錄,OFI,并柱国侯伏侯龙恩、龙恩弟大将军万寿、大将军刘勇、中外府司录尹公正、袁杰、膳部下大夫李安等，于殿中杀之。
李安,PER,任职,膳部下大夫,OFI,并柱国侯伏侯龙恩、龙恩弟大将军万寿、大将军刘勇、中外府司录尹公正、袁杰、膳部下大夫李安等，于殿中杀之。
侯伏侯龍恩,PER,任职,柱國,OFI,并柱国侯伏侯龙恩、龙恩弟大将军万寿、大将军刘勇、中外府司录尹公正、袁杰、膳部下大夫李安等，于殿中杀之。
萬壽,PER,任职,大將軍,OFI,并柱国侯伏侯龙恩、龙恩弟大将军万寿、大将军刘勇、中外府司录尹公正、袁杰、膳部下大夫李安等，于殿中杀之。
袁傑,PER,任职,中外府司錄,OFI,并柱国侯伏侯龙恩、龙恩弟大将军万寿、大将军刘勇、中外府司录尹公正、袁杰、膳部下大夫李安等，于殿中杀之。
龍恩,PER,兄弟,萬壽,PER,并柱国侯伏侯龙恩、龙恩弟大将军万寿、大将军刘勇、中外府司录尹公正、袁杰、膳部下大夫李安等，于殿中杀之。
侯伏侯龍恩,PER,同僚,萬壽,PER,并柱国侯伏侯龙恩、龙恩弟大将军万寿、大将军刘勇、中外府司录尹公正、袁杰、膳部下大夫李安等，于殿中杀之。
萬壽,PER,同僚,劉勇,PER,并柱国侯伏侯龙恩、龙恩弟大将军万寿、大将军刘勇、中外府司录尹公正、袁杰、膳部下大夫李安等，于殿中杀之。
劉勇,PER,同僚,尹公正,PER,并柱国侯伏侯龙恩、龙恩弟大将军万寿、大将军刘勇、中外府司录尹公正、袁杰、膳部下大夫李安等，于殿中杀之。
尹公正,PER,同僚,袁傑,PER,并柱国侯伏侯龙恩、龙恩弟大将军万寿、大将军刘勇、中外府司录尹公正、袁杰、膳部下大夫李安等，于殿中杀之。
袁傑,PER,同僚,李安,PER,并柱国侯伏侯龙恩、龙恩弟大将军万寿、大将军刘勇、中外府司录尹公正、袁杰、膳部下大夫李安等，于殿中杀之。
侯伏侯龍恩,PER,同僚,劉勇,PER,并柱国侯伏侯龙恩、龙恩弟大将军万寿、大将军刘勇、中外府司录尹公正、袁杰、膳部下大夫李安等，于殿中杀之。
侯伏侯龍恩,PER,同僚,尹公正,PER,并柱国侯伏侯龙恩、龙恩弟大将军万寿、大将军刘勇、中外府司录尹公正、袁杰、膳部下大夫李安等，于殿中杀之。
侯伏侯龍恩,PER,同僚,袁傑,PER,并柱国侯伏侯龙恩、龙恩弟大将军万寿、大将军刘勇、中外府司录尹公正、袁杰、膳部下大夫李安等，于殿中杀之。
侯伏侯龍恩,PER,同僚,李安,PER,并柱国侯伏侯龙恩、龙恩弟大将军万寿、大将军刘勇、中外府司录尹公正、袁杰、膳部下大夫李安等，于殿中杀之。
尹公正,PER,同僚,李安,PER,并柱国侯伏侯龙恩、龙恩弟大将军万寿、大将军刘勇、中外府司录尹公正、袁杰、膳部下大夫李安等，于殿中杀之。
劉勇,PER,同僚,李安,PER,并柱国侯伏侯龙恩、龙恩弟大将军万寿、大将军刘勇、中外府司录尹公正、袁杰、膳部下大夫李安等，于殿中杀之。
萬壽,PER,同僚,李安,PER,并柱国侯伏侯龙恩、龙恩弟大将军万寿、大将军刘勇、中外府司录尹公正、袁杰、膳部下大夫李安等，于殿中杀之。
萬壽,PER,同僚,袁傑,PER,并柱国侯伏侯龙恩、龙恩弟大将军万寿、大将军刘勇、中外府司录尹公正、袁杰、膳部下大夫李安等，于殿中杀之。
萬壽,PER,同僚,尹公正,PER,并柱国侯伏侯龙恩、龙恩弟大将军万寿、大将军刘勇、中外府司录尹公正、袁杰、膳部下大夫李安等，于殿中杀之。
龍恩,PER,同僚,李安,PER,并柱国侯伏侯龙恩、龙恩弟大将军万寿、大将军刘勇、中外府司录尹公正、袁杰、膳部下大夫李安等，于殿中杀之。
仁先,PER,敌对攻伐,夏,LOC,十三年，伐夏，留仁先镇边。未几，召为契丹行宫都部署，奏复王子班郎君及诸宫杂役。
仁先,PER,任职,契丹行宮都部署,OFI,十三年，伐夏，留仁先镇边。未几，召为契丹行宫都部署，奏复王子班郎君及诸宫杂役。
仁先,PER,任职,王子班郎君,OFI,十三年，伐夏，留仁先镇边。未几，召为契丹行宫都部署，奏复王子班郎君及诸宫杂役。
道宗,PER,敌对攻伐,重元,PER,道宗即位，多被顾问，为北府宰相。九年秋，告归，道闻重元乱，收集行旅得三百馀骑勤王。
孝閔帝,PER,上下级,護,PER,孝闵帝践阼，入为晋公护府掾，加车骑大将军、仪同三司，进爵临高县公。寻迁护府司录，进授骠骑大将军、开府仪同三司。
太祖,PER,敌对攻伐,亳,LOC,庶人友珪者，太祖初镇宣武，略地宋，亳间，与逆旅妇人野合而生也。长而辩黠多智。博王友文多材艺，太祖爱之，而年又长，太祖即位，嫡嗣未立，心甞独属友文。
太祖,PER,敌对攻伐,宋,LOC,庶人友珪者，太祖初镇宣武，略地宋，亳间，与逆旅妇人野合而生也。长而辩黠多智。博王友文多材艺，太祖爱之，而年又长，太祖即位，嫡嗣未立，心甞独属友文。
友文,PER,任职,博王,OFI,庶人友珪者，太祖初镇宣武，略地宋，亳间，与逆旅妇人野合而生也。长而辩黠多智。博王友文多材艺，太祖爱之，而年又长，太祖即位，嫡嗣未立，心甞独属友文。
太祖,PER,政治奥援,友文,PER,庶人友珪者，太祖初镇宣武，略地宋，亳间，与逆旅妇人野合而生也。长而辩黠多智。博王友文多材艺，太祖爱之，而年又长，太祖即位，嫡嗣未立，心甞独属友文。
太祖,PER,到达,宣武,LOC,庶人友珪者，太祖初镇宣武，略地宋，亳间，与逆旅妇人野合而生也。长而辩黠多智。博王友文多材艺，太祖爱之，而年又长，太祖即位，嫡嗣未立，心甞独属友文。
巖,PER,任职,司徒諮議參軍,OFI,子巖，武定中，司徒谘议参军
子儀,PER,到达,奉天,LOC,会仆固怀恩反，自灵武遣其将范志诚、任敷合吐蕃、吐谷浑兵攻邠州，白孝德、郭晞婴垒守，乃入居奉天西。子仪入奉天，按军不战。
僕固懷恩,PER,上下级,范志誠,PER,会仆固怀恩反，自灵武遣其将范志诚、任敷合吐蕃、吐谷浑兵攻邠州，白孝德、郭晞婴垒守，乃入居奉天西。子仪入奉天，按军不战。
僕固懷恩,PER,上下级,任敷,PER,会仆固怀恩反，自灵武遣其将范志诚、任敷合吐蕃、吐谷浑兵攻邠州，白孝德、郭晞婴垒守，乃入居奉天西。子仪入奉天，按军不战。
范志誠,PER,同僚,任敷,PER,会仆固怀恩反，自灵武遣其将范志诚、任敷合吐蕃、吐谷浑兵攻邠州，白孝德、郭晞婴垒守，乃入居奉天西。子仪入奉天，按军不战。
任敷,PER,敌对攻伐,邠州,LOC,会仆固怀恩反，自灵武遣其将范志诚、任敷合吐蕃、吐谷浑兵攻邠州，白孝德、郭晞婴垒守，乃入居奉天西。子仪入奉天，按军不战。
